Unnamed: 0,adress3,City3,zip_code3,bad3,bath3,Area3,parking3,AC3,Appliances3,price2,Dishwasher1,Refrigerator1,Disposal1,Microwave1,country
4977,7647 S MAY ST APT 1,"Chicago, IL",60620.0,4,1,"1,000",No Info,Yes,1,116368.0,no,no,no,no,USA
4978,9841 S EWING AVE APT 2,"Chicago, IL",60617.0,3,2,"1,300",1,Yes,2,182448.0,no,no,no,no,USA
4979,235 W VAN BUREN ST UNIT 1701,"Chicago, IL",60607.0,2,2,"1,292",1,Yes,"Range, Microwave, Dishwasher, Refrigerator, Freezer, Washer, Dryer, Disposal, Stainless Steel Appliance(s)",232736.0,no,no,no,no,USA
4980,,,,—,—,—,No Info,No Info,,0.0,no,no,no,no,USA
4981,3219 W BALMORAL AVE # 1,"Chicago, IL",60625.0,2,1,"1,000",No Info,No,"Range, Microwave, Dishwasher, Refrigerator, Stainless Steel Appliance(s), Gas Cooktop, Gas Oven",145460.0,no,no,no,no,USA
4982,940 N GREENVIEW AVE APT 2F,"Chicago, IL",60642.0,1,1,700,No Info,Yes,1,141304.0,no,no,no,no,USA
4983,1409 W DIVERSEY PKWY APT 108,"Chicago, IL",60614.0,—,1,255,No Info,Yes,1,85198.0,no,no,no,no,USA
4984,5824 N LINCOLN AVE # 1C,"Chicago, IL",60659.0,3,2,"1,800",No Info,Yes,"Range, Microwave, Dishwasher, Refrigerator, Freezer, Washer, Dryer, Stainless Steel Appliance(s)",224424.0,no,no,no,no,USA
4985,1324 W 19TH ST # 2R,"Chicago, IL",60608.0,1,1,600,No Info,Yes,"Microwave, Dishwasher, Refrigerator",124680.0,no,no,no,yes,USA
4986,1200 W MONROE ST APT 317,"Chicago, IL",60607.0,1,1,840,1,Yes,"Range, Microwave, Dishwasher, Refrigerator, Freezer, Washer, Dryer",207800.0,no,no,no,no,USA
4987,845 N KINGSBURY ST UNIT 408,"Chicago, IL",60610.0,3,2,"1,473",1,Yes,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal, Stainless Steel Appliance(s), Wine Refrigerator",320012.0,no,no,no,no,USA
4988,12240 S LOOMIS ST,"Chicago, IL",60643.0,3,2,"1,200",1,Yes,1,157928.0,no,no,no,no,USA
4989,2629 N HAMPDEN CT APT 308,"Chicago, IL",60614.0,—,1,400,No Info,Yes,1,99744.0,no,no,no,no,USA
4990,2900 N KOLMAR AVE APT 1,"Chicago, IL",60641.0,1,1,—,No Info,No,1,118446.0,no,no,no,no,USA
4991,653 N KINGSBURY ST APT 1703,"Chicago, IL",60654.0,2,2,"1,179",1,Yes,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal, Stainless Steel Appliance(s)",307544.0,no,no,no,no,USA
4992,3033 N SHERIDAN RD APT 904,"Chicago, IL",60657.0,2,1,950,No Info,Yes,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Stainless Steel Appliance(s)",207384.0,no,no,no,no,USA
4993,663 W DIVISION ST APT C,"Chicago, IL",60610.0,2,2,"1,200",1,Yes,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer",207384.0,no,no,no,no,USA
4994,847 N LARRABEE ST APT 1F,"Chicago, IL",60610.0,1,1,—,1,Yes,1,157928.0,no,no,no,no,USA
4995,4970 N MARINE DR APT 327,"Chicago, IL",60640.0,1,1,650,No Info,Yes,1,132992.0,no,no,no,no,USA
4996,1038 W MONTANA ST APT 2,"Chicago, IL",60614.0,2,1,"1,300",1,Yes,1,190760.0,no,no,no,no,USA
4997,1437 S PRAIRIE AVE UNIT C,"Chicago, IL",60605.0,4,4,"3,820",2,Yes,"Double Oven, Microwave, Dishwasher, Refrigerator, Freezer, Washer, Dryer, Disposal, Stainless Steel Appliance(s), Wine Refrigerator, Cooktop, Range Hood",623400.0,no,no,no,no,USA
4998,3219 W HIRSCH ST APT 2W,"Chicago, IL",60651.0,1,1,900,No Info,No,1,132992.0,no,no,no,no,USA
4999,4145 S MAPLEWOOD AVE # G,"Chicago, IL",60632.0,2,1,—,No Info,No,"Range, Microwave, Refrigerator",95588.0,no,no,no,no,USA
5000,,,,,,,,,,0.0,no,no,no,no,USA
5001,1221 W GRANVILLE AVE APT 1A,"Chicago, IL",60660.0,2,1,"1,200",No Info,Yes,"Range, Microwave, Dishwasher, Refrigerator, Freezer, Washer, Dryer, Disposal, Stainless Steel Appliance(s)",26598400.0,no,no,no,no,USA
5002,1120 N LA SALLE DR APT 12M,"Chicago, IL",60610.0,2,2,975,1,Yes,2,266898.0,no,no,no,no,USA
5003,536 W ADDISON ST APT 499,"Chicago, IL",60613.0,1,1,—,1,Yes,1,132909.0,no,no,no,no,USA
5004,505 N LAKE SHORE DR APT 503,"Chicago, IL",60611.0,1,1,"1,100",1,Yes,"Range, Microwave, Dishwasher, Refrigerator",236892.0,no,no,no,no,USA
5005,515 W BRIAR PL APT 505,"Chicago, IL",60657.0,1,1,—,No Info,No,1,144047.0,no,no,no,no,USA
5006,450 W MELROSE ST APT 520,"Chicago, IL",60657.0,1,1,550,2,Yes,1,142052.0,no,no,no,no,USA
5007,2650 N MARSHFIELD AVE # 1F,"Chicago, IL",60614.0,2,1,—,No Info,Yes,1,249360.0,no,no,no,no,USA
5008,2740 S TROY ST # 1F,"Chicago, IL",60623.0,2,1,756,No Info,No,1,128836.0,no,no,no,no,USA
5009,,,,1,—,800,No Info,No Info,,0.0,no,no,no,no,USA
5010,1839 S RACINE AVE APT 1R,"Chicago, IL",60608.0,—,1,375,No Info,Yes,1,83120.0,no,no,no,no,USA
5011,835 W BARRY AVE APT GA,"Chicago, IL",60657.0,2,1,"1,066",No Info,Yes,"Range, Dishwasher, Refrigerator, Washer, Dryer",199488.0,no,no,no,no,USA
5012,2057 E 72ND ST # 3,"Chicago, IL",60649.0,2,1,"1,000",1,No,"Range, Refrigerator",132992.0,no,no,no,no,USA
5013,211 N HARBOR DR APT 2705,"Chicago, IL",60601.0,1,1,687,1,Yes,"Double Oven, Microwave, Dishwasher, High End Refrigerator, Disposal, Gas Cooktop, Range Hood",252685.0,no,no,no,no,USA
5014,211 N HARBOR DR APT 2707,"Chicago, IL",60601.0,1,1,664,1,Yes,"Microwave, Dishwasher, High End Refrigerator, Disposal, Built-in Oven, Gas Cooktop, Range Hood",244788.0,no,no,no,yes,USA
5015,5451 S CORNELL AVE APT 305,"Chicago, IL",60615.0,—,1,310,No Info,Yes,"Range, Refrigerator",91016.0,no,no,no,no,USA
5016,,,,,,,,,,0.0,no,no,no,no,USA
5017,474 N LAKE SHORE DR APT 4809,"Chicago, IL",60611.0,2,1,900,1,Yes,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer",249360.0,no,no,no,no,USA
5018,5451 S CORNELL AVE APT 301,"Chicago, IL",60615.0,—,1,430,No Info,Yes,"Range, Refrigerator",99328.0,no,no,no,no,USA
5019,1528 N AVERS AVE # 2S,"Chicago, IL",60651.0,4,1,"1,100",2,No,1,132992.0,no,no,no,no,USA
5020,1521 N KEATING AVE # 2,"Chicago, IL",60651.0,3,1,"1,100",1,No,"Range, Refrigerator, Stainless Steel Appliance(s)",132992.0,no,no,no,no,USA
5021,5451 S CORNELL AVE APT 210,"Chicago, IL",60615.0,—,1,380,No Info,Yes,"Range, Refrigerator",95588.0,no,no,no,no,USA
5022,4170 N MARINE DR APT 20E,"Chicago, IL",60613.0,2,2,"1,400",1,Yes,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer",332064.0,no,no,no,no,USA
5023,5325 S HONORE ST APT 1,"Chicago, IL",60609.0,2,1,800,No Info,No,"Range, Refrigerator, Gas Oven",83120.0,no,no,no,no,USA
5024,400 N LA SALLE DR APT 4507,"Chicago, IL",60654.0,2,2,"1,020",No Info,Yes,"Range, Microwave, Dishwasher, Refrigerator, Freezer, Washer, Dryer, Disposal",290920.0,no,no,no,no,USA
5025,3237 W THOMAS ST APT 2,"Chicago, IL",60651.0,3,1,—,1,Yes,"Range, Dishwasher, Refrigerator, Freezer",157928.0,no,no,no,no,USA
5026,2727 W BERWYN AVE # G,"Chicago, IL",60625.0,2,1,975,1,No,"Range, Dishwasher, Refrigerator, Stainless Steel Appliance(s), Range Hood",157512.0,no,no,no,no,USA
5027,1540 W FULLERTON AVE APT 207,"Chicago, IL",60614.0,3,2,—,24,Yes,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal",253516.0,no,no,no,no,USA
5028,757 N ORLEANS ST APT 2009,"Chicago, IL",60654.0,2,2,"1,171",1,Yes,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal, Stainless Steel Appliance(s), Gas Cooktop, Gas Oven",290920.0,no,no,no,no,USA
5029,4891 N PAULINA ST APT 1,"Chicago, IL",60640.0,3,1,"2,360",1,Yes,"Range, Microwave, Dishwasher, Refrigerator, Range Hood, Gas Oven",207800.0,no,no,no,no,USA
5030,6322 N FRANCISCO AVE APT 3,"Chicago, IL",60659.0,3,2,—,No Info,Yes,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Stainless Steel Appliance(s)",190760.0,no,no,no,no,USA
5031,1445 N WELLS ST STE 2,"Chicago, IL",60610.0,2,2,"1,416",1,Yes,"Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal",349104.0,no,no,no,yes,USA
5032,941 W BELMONT AVE APT 604,"Chicago, IL",60657.0,1,1,740,1,Yes,"Range, Microwave, Dishwasher, Portable Dishwasher, Refrigerator, High End Refrigerator, Freezer, Washer, Dryer, Disposal, Trash Compactor, Stainless Steel Appliance(s)",199072.0,no,no,no,no,USA
5033,3450 N TROY ST # 1R,"Chicago, IL",60618.0,2,2,850,2,Yes,2,187269.0,no,no,no,no,USA
5034,3450 N TROY ST # 2R,"Chicago, IL",60618.0,2,2,850,2,Yes,2,187269.0,no,no,no,no,USA
5035,3357 W HURON ST APT 3,"Chicago, IL",60624.0,2,1,—,No Info,Yes,1,124680.0,no,no,no,no,USA
5036,,,,—,—,—,No Info,No Info,,0.0,no,no,no,no,USA
5037,2139 W BELMONT AVE APT G,"Chicago, IL",60618.0,1,1,700,1,Yes,1,149616.0,no,no,no,no,USA
5038,2618 N WAYNE AVE APT 1F,"Chicago, IL",60614.0,1,1,700,No Info,Yes,1,171393.0,no,no,no,no,USA
5039,1540 N LA SALLE DR APT 1106,"Chicago, IL",60610.0,1,1,675,1,Yes,"Range, Microwave, Dishwasher, Refrigerator, Freezer, Stainless Steel Appliance(s)",0.0,no,no,no,no,USA
5040,,,,,,,,,,0.0,no,no,no,no,USA
5041,6333 N GLENWOOD AVE APT 1E,"Chicago, IL",60660.0,2,2,"1,100",No Info,Yes,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer",199488.0,no,no,no,no,USA
5042,6507 N BELL AVE APT 2N,"Chicago, IL",60645.0,2,1,"1,000",1,Yes,"Range, Microwave, Dishwasher, Refrigerator, Freezer, Washer, Dryer, Stainless Steel Appliance(s), Gas Cooktop, Gas Oven",145876.0,no,no,no,no,USA
5043,,,,—,—,—,No Info,No Info,,0.0,no,no,no,no,USA
5044,3904 N WHIPPLE ST # 1,"Chicago, IL",60618.0,2,1,"1,200",1,Yes,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Stainless Steel Appliance(s)",207800.0,no,no,no,no,USA
5045,2 W DELAWARE PL UNIT 2703,"Chicago, IL",60610.0,2,2,"1,280",1,Yes,"Range, Microwave, Dishwasher, High End Refrigerator, Washer, Dryer, Disposal, Stainless Steel Appliance(s), Gas Cooktop",395319.0,no,no,no,no,USA
5046,2803 N WOLCOTT AVE UNIT D,"Chicago, IL",60657.0,3,2,—,2,No,"Range, Microwave, Dishwasher, Refrigerator, Freezer, Washer, Dryer, Disposal",315856.0,no,no,no,no,USA
5047,451 E GRAND AVE APT 4602,"Chicago, IL",60611.0,3,3,"2,121",1,Yes,"Double Oven, Microwave, Dishwasher, High End Refrigerator, Freezer, Washer, Dryer, Disposal, Wine Refrigerator",1122120.0,no,no,no,no,USA
5048,3904 N WHIPPLE ST # 2,"Chicago, IL",60618.0,2,1,"1,200",1,Yes,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Stainless Steel Appliance(s)",216112.0,no,no,no,no,USA
5049,3141 N RACINE AVE APT 2,"Chicago, IL",60657.0,2,2,"1,950",1,Yes,2,0.0,no,no,no,no,USA
5050,1745 N HOYNE AVE APT 3,"Chicago, IL",60647.0,3,3,"2,074",1,Yes,"Range, Microwave, Dishwasher, High End Refrigerator, Washer, Dryer, Disposal",527812.0,no,no,no,no,USA
5051,,,,,,,,,,0.0,no,no,no,no,USA
5052,900 N LAKE SHORE DR APT 1907,"Chicago, IL",60611.0,2,2,"1,130",1,Yes,"Range, Microwave, Dishwasher, Refrigerator, Disposal",249360.0,no,no,no,no,USA
5053,1224 W VAN BUREN ST APT 702,"Chicago, IL",60607.0,2,2,"1,100",1,Yes,1,265984.0,no,no,no,no,USA
5054,,,,,,,,,,0.0,no,no,no,no,USA
5055,2657 W HADDON AVE APT 2,"Chicago, IL",60622.0,2,2,"1,024",1,Yes,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal",32001200.0,no,no,no,no,USA
5056,921 N HOWE ST,"Chicago, IL",60610.0,4,4,"2,600",1,Yes,"Range, Microwave, Dishwasher, Refrigerator, High End Refrigerator, Washer, Dryer, Disposal, Stainless Steel Appliance(s)",0.0,no,no,no,no,USA
5057,1721 W 100TH PL,"Chicago, IL",60643.0,4,2,"2,400",2,Yes,2,282608.0,no,no,no,no,USA
5058,,,,—,—,—,No Info,No Info,,0.0,no,no,no,no,USA
5059,3336 W EVERGREEN AVE APT 3,"Chicago, IL",60651.0,4,1,"1,500",1,Yes,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Stainless Steel Appliance(s)",207800.0,no,no,no,no,USA
5060,1133 S WABASH AVE APT 705,"Chicago, IL",60605.0,1,2,"1,025",1,Yes,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Stainless Steel Appliance(s)",216112.0,no,no,no,no,USA
5061,5060 N MARINE DR APT B5,"Chicago, IL",60640.0,1,1,—,No Info,Yes,1,141304.0,no,no,no,no,USA
5062,7322 S COLES AVE,"Chicago, IL",60649.0,4,1,"1,600",No Info,No,1,182864.0,no,no,no,no,USA
5063,3300 N KILBOURN AVE # 2,"Chicago, IL",60641.0,3,1,"1,000",No Info,No,"Range, Refrigerator",141304.0,no,no,no,no,USA
5064,1650 N RICHMOND ST APT 1,"Chicago, IL",60647.0,2,1,"1,400",2,Yes,1,174552.0,no,no,no,no,USA
5065,1650 N RICHMOND ST APT 2,"Chicago, IL",60647.0,2,1,"1,400",2,Yes,1,182864.0,no,no,no,no,USA
5066,1440 N WASHTENAW AVE APT 3,"Chicago, IL",60622.0,3,2,"1,500",1,Yes,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Stainless Steel Appliance(s), Gas Oven",216112.0,no,no,no,no,USA
5067,1250 W EDDY ST APT 1W,"Chicago, IL",60657.0,4,4,"2,400",6,Yes,"Range, Microwave, Dishwasher, High End Refrigerator, Washer, Dryer",482096.0,no,no,no,no,USA
5068,10 E ONTARIO ST APT 2203,"Chicago, IL",60611.0,1,1,"1,000",1,Yes,1,191176.0,no,no,no,no,USA
5069,626 E WOODLAND PARK AVE APT 608,"Chicago, IL",60616.0,2,2,"1,039",1,Yes,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Stainless Steel Appliance(s)",186604.0,no,no,no,no,USA
5070,6033 N JERSEY AVE,"Chicago, IL",60659.0,4,4,"3,300",2,Yes,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal",374040.0,no,no,no,no,USA
5071,4101 S DREXEL BLVD # 402,"Chicago, IL",60653.0,3,2,—,1,Yes,"Double Oven, Range, Microwave, Dishwasher, Refrigerator",236892.0,no,no,no,no,USA
5072,4101 S PRAIRIE AVE # 3,"Chicago, IL",60653.0,3,2,"1,350",1,Yes,2,211956.0,no,no,no,no,USA
5073,4107 S PRAIRIE AVE # 1,"Chicago, IL",60653.0,3,2,"1,350",1,Yes,2,203644.0,no,no,no,no,USA
5074,4105 S PRAIRIE AVE # 2,"Chicago, IL",60653.0,3,2,"1,350",1,Yes,2,207800.0,no,no,no,no,USA
5075,336 W WELLINGTON AVE APT 1805,"Chicago, IL",60657.0,3,2,—,1,Yes,2,324168.0,no,no,no,no,USA
5076,540 W ROSCOE ST APT 377,"Chicago, IL",60657.0,1,1,750,No Info,Yes,"Range, Refrigerator",0.0,no,no,no,no,USA
5077,5439 S INDIANA AVE # G,"Chicago, IL",60615.0,4,1,"1,200",1,Yes,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Stainless Steel Appliance(s), Intercom, Gas Oven",207800.0,no,no,no,no,USA
5078,1250 W EDDY ST APT 2W,"Chicago, IL",60657.0,3,2,"1,200",6,Yes,2,374040.0,no,no,no,no,USA
5079,4874 W HOMER ST APT 3,"Chicago, IL",60639.0,2,1,"1,000",No Info,Yes,1,166240.0,no,no,no,no,USA
5080,1045 W GRACE ST APT 1,"Chicago, IL",60613.0,1,2,—,No Info,Yes,1,232736.0,no,no,no,no,USA
5081,1708 W BALMORAL AVE APT 2,"Chicago, IL",60640.0,2,1,—,8,Yes,1,199072.0,no,no,no,no,USA
5082,118 E ERIE ST UNIT 18D,"Chicago, IL",60611.0,1,2,"1,423",1,Yes,"Range, Microwave, Dishwasher, Refrigerator, High End Refrigerator, Washer, Dryer, Disposal, Stainless Steel Appliance(s)",515344.0,no,no,no,no,USA
5083,1360 N SANDBURG TER APT 2607,"Chicago, IL",60610.0,1,1,—,1,Yes,"Range, Microwave, Dishwasher, Refrigerator, Stainless Steel Appliance(s)",155850.0,no,no,no,no,USA
5084,7416 W PALATINE AVE,"Chicago, IL",60631.0,3,3,"2,120",No Info,Yes,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Stainless Steel Appliance(s)",257672.0,no,no,no,no,USA
5085,1726 N SEDGWICK ST APT 1F,"Chicago, IL",60614.0,1,1,—,No Info,Yes,"Range, Microwave, Refrigerator",149616.0,no,no,no,no,USA
5086,2312 S SEELEY AVE APT 1,"Chicago, IL",60608.0,3,2,"1,200",1,Yes,2,166240.0,no,no,no,no,USA
5087,4637 N ASHLAND AVE APT 101,"Chicago, IL",60640.0,2,2,"1,091",1,Yes,"Range, Microwave, Dishwasher, Refrigerator, Freezer, Washer, Dryer",265568.0,no,no,no,no,USA
5088,1817 S PEORIA ST # 1,"Chicago, IL",60608.0,3,1,—,2,Yes,Range,145460.0,no,no,no,no,USA
5089,2150 N BISSELL ST # 203,"Chicago, IL",60614.0,4,2,"1,828",1,Yes,2,544436.0,no,no,no,no,USA
5090,3816 N KENMORE AVE APT 2,"Chicago, IL",60613.0,3,1,"1,800",No Info,Yes,"Range, Microwave, Dishwasher, Refrigerator",0.0,no,no,no,no,USA
5091,1410 N MOHAWK ST APT C,"Chicago, IL",60610.0,2,2,"1,300",1,Yes,2,248944.0,no,no,no,no,USA
5092,1572 N MILWAUKEE AVE # F,"Chicago, IL",60622.0,1,1,893,No Info,Yes,1,205722.0,no,no,no,no,USA
5093,1572 N MILWAUKEE AVE APT B,"Chicago, IL",60622.0,4,2,—,No Info,Yes,2,365728.0,no,no,no,no,USA
5094,2839 N WHIPPLE ST APT 3,"Chicago, IL",60618.0,2,1,"1,600",2,No,"Range, Dishwasher, Refrigerator, Washer, Dryer",220268.0,no,no,no,no,USA
5095,1572 N MILWAUKEE AVE # G,"Chicago, IL",60622.0,3,2,"1,440",No Info,Yes,2,311700.0,no,no,no,no,USA
5096,2111 W ARGYLE ST APT 1,"Chicago, IL",60625.0,2,1,950,No Info,No,"Range, Refrigerator",166240.0,no,no,no,no,USA
5097,,,,—,—,—,No Info,No Info,,0.0,no,no,no,no,USA
5098,2734 W WINNEMAC AVE APT 1,"Chicago, IL",60625.0,3,1,"1,900",1,Yes,"Range, Microwave, Dishwasher, Refrigerator, Freezer, Washer, Dryer",274296.0,no,no,no,no,USA
5099,3263 W WRIGHTWOOD AVE APT 1S,"Chicago, IL",60647.0,—,1,400,No Info,No,1,101822.0,no,no,no,no,USA
5100,3841 N LINCOLN AVE APT 3N,"Chicago, IL",60613.0,2,2,850,1,Yes,"Range, Microwave, Dishwasher, Refrigerator",182864.0,no,no,no,no,USA
5101,,,,2,—,"1,210",No Info,No Info,,0.0,no,no,no,no,USA
5102,2417 W LYNDALE ST APT 3,"Chicago, IL",60647.0,5,2,"2,700",3,Yes,2,311700.0,no,no,no,no,USA
5103,6956 N ASHLAND BLVD APT 108,"Chicago, IL",60626.0,—,1,—,No Info,No,"Range, Refrigerator",81042.0,no,no,no,no,USA
5104,,,,4,2,"2,090",No Info,No Info,,0.0,no,no,no,no,USA
5105,6110 N KENMORE AVE APT 211,"Chicago, IL",60660.0,1,1,—,1,Yes,"Range, Refrigerator",105978.0,no,no,no,no,USA
5106,,,,,,,,,,0.0,no,no,no,no,USA
5107,1434 W IRVING PARK RD APT 1,"Chicago, IL",60613.0,3,3,—,1,Yes,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Stainless Steel Appliance(s)",307544.0,no,no,no,no,USA
5108,,,,,,,,,,0.0,no,no,no,no,USA
5109,2303 S MICHIGAN AVE APT 205,"Chicago, IL",60616.0,2,2,"1,228",1,Yes,"Range, Microwave, Dishwasher, Refrigerator, Disposal",257672.0,no,no,no,no,USA
5110,1415 W LUNT AVE APT 502,"Chicago, IL",60626.0,1,1,700,1,Yes,1,114290.0,no,no,no,no,USA
5111,2818 N ASHLAND AVE APT 2,"Chicago, IL",60657.0,3,2,"1,800",2,Yes,1,0.0,no,no,no,no,USA
5112,1025 W ADDISON ST APT 724,"Chicago, IL",60613.0,1,1,639,1,Yes,"Range, Microwave, Dishwasher, Refrigerator, High End Refrigerator, Freezer, Disposal, Stainless Steel Appliance(s), Range Hood, Energy Star Qualified Appliances, Intercom",0.0,no,no,no,no,USA
5113,3530 W PALMER ST # GR,"Chicago, IL",60647.0,1,2,450,No Info,Yes,1,0.0,no,no,no,no,USA
5114,1714 W TOUHY AVE APT A1S,"Chicago, IL",60626.0,1,1,800,No Info,Yes,"Range, Microwave, Dishwasher, High End Refrigerator, Intercom",103900.0,no,no,no,no,USA
5115,1025 W ADDISON ST APT 607,"Chicago, IL",60613.0,1,1,793,1,Yes,"Range, Microwave, Dishwasher, Refrigerator, High End Refrigerator, Freezer, Disposal, Stainless Steel Appliance(s), Range Hood, Energy Star Qualified Appliances, Intercom",231323.0,no,no,no,no,USA
5116,1503 W GEORGE ST # 2,"Chicago, IL",60657.0,3,2,"1,200",1,Yes,2,265984.0,no,no,no,no,USA
5117,200 W GRAND AVE APT 1203,"Chicago, IL",60654.0,2,2,"1,250",1,Yes,2,282608.0,no,no,no,no,USA
5118,1025 W ADDISON ST APT 613,"Chicago, IL",60613.0,2,2,"1,409",1,Yes,"Range, Microwave, Dishwasher, High End Refrigerator, Stainless Steel Appliance(s)",356086.0,no,no,no,no,USA
5119,724 W 19TH ST # 2,"Chicago, IL",60616.0,2,2,"1,200",No Info,Yes,2,157928.0,no,no,no,no,USA
5120,2411 W FARGO AVE APT 302,"Chicago, IL",60645.0,2,1,"1,100",No Info,Yes,1,124264.0,no,no,no,no,USA
5121,1160 S MICHIGAN AVE APT 3303,"Chicago, IL",60605.0,2,2,"1,500",1,Yes,2,249360.0,no,no,no,no,USA
5122,2 W DELAWARE PL UNIT 2501,"Chicago, IL",60610.0,3,3,"1,920",1,Yes,"Range, Microwave, Dishwasher, Refrigerator, Freezer, Washer, Dryer, Disposal",617748.0,no,no,no,no,USA
5123,2 W DELAWARE PL UNIT 1307,"Chicago, IL",60610.0,2,2,"1,520",1,Yes,2,504206.0,no,no,no,no,USA
5124,2 W DELAWARE PL UNIT 2202,"Chicago, IL",60610.0,3,3,"2,165",1,Yes,"Range, Microwave, Dishwasher, Refrigerator, Freezer, Washer, Dryer, Disposal",640356.0,no,no,no,no,USA
5125,2 W DELAWARE PL # 1205-06,"Chicago, IL",60610.0,3,3,"2,335",1,Yes,3,786315.0,no,no,no,no,USA
5126,3340 S CARPENTER ST APT 3R,"Chicago, IL",60608.0,1,1,—,No Info,Yes,"Range, Microwave, Refrigerator",115952.0,no,no,no,no,USA
5127,,,,,,,,,,0.0,no,no,no,no,USA
5128,855 W BARRY AVE APT GA,"Chicago, IL",60657.0,3,2,"1,500",No Info,Yes,"Range, Microwave, Dishwasher, Refrigerator",251022.0,no,no,no,no,USA
5129,1613 W SUPERIOR ST APT 1,"Chicago, IL",60622.0,2,1,—,No Info,Yes,1,207384.0,no,no,no,no,USA
5130,5710 N HERMITAGE AVE APT 304,"Chicago, IL",60660.0,1,1,675,1,Yes,1,0.0,no,no,no,no,USA
5131,1533 N WIELAND ST APT 1D,"Chicago, IL",60610.0,—,1,400,1,Yes,1,149200.0,no,no,no,no,USA
5132,1434 W IRVING PARK RD APT 3,"Chicago, IL",60613.0,2,2,—,1,Yes,2,290920.0,no,no,no,no,USA
5133,4874 W HOMER ST APT 2,"Chicago, IL",60639.0,2,1,"1,000",No Info,Yes,1,166240.0,no,no,no,no,USA
5134,807 N WABASH AVE APT 3E,"Chicago, IL",60611.0,1,1,650,No Info,Yes,1,0.0,no,no,no,no,USA
5135,6836 S MERRILL AVE APT 1,"Chicago, IL",60649.0,3,1,"1,400",1,No,1,124680.0,no,no,no,no,USA
5136,3060 W ARMITAGE AVE APT 404,"Chicago, IL",60647.0,2,2,—,1,Yes,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Stainless Steel Appliance(s)",220268.0,no,no,no,no,USA
5137,3060 W ARMITAGE AVE APT 403,"Chicago, IL",60647.0,1,1,—,No Info,Yes,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Stainless Steel Appliance(s)",166240.0,no,no,no,no,USA
5138,2135 W ADAMS ST APT 3,"Chicago, IL",60612.0,2,2,—,1,Yes,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer",182864.0,no,no,no,no,USA
5139,1619 W IRVING PARK RD APT 3B,"Chicago, IL",60613.0,2,1,"1,100",No Info,Yes,"Range, Microwave, Dishwasher, Refrigerator, High End Refrigerator, Washer, Dryer, Disposal, Stainless Steel Appliance(s)",224424.0,no,no,no,no,USA
5140,4874 W HOMER ST APT 1,"Chicago, IL",60639.0,1,1,980,No Info,Yes,1,132992.0,no,no,no,no,USA
5141,3352 W HUTCHINSON ST # 1R,"Chicago, IL",60618.0,2,1,—,No Info,Yes,1,128836.0,no,no,no,no,USA
5142,520 S STATE ST APT 616,"Chicago, IL",60605.0,2,2,"1,263",1,Yes,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal, Stainless Steel Appliance(s)",257672.0,no,no,no,no,USA
5143,,,,—,—,—,No Info,No Info,,0.0,no,no,no,no,USA
5144,7450 N GREENVIEW AVE APT 47,"Chicago, IL",60626.0,—,1,315,No Info,Yes,1,97666.0,no,no,no,no,USA
5145,7450 N GREENVIEW AVE APT 57,"Chicago, IL",60626.0,—,1,315,No Info,Yes,1,99328.0,no,no,no,no,USA
5146,7450 N GREENVIEW AVE APT 34,"Chicago, IL",60626.0,—,1,315,No Info,Yes,1,95588.0,no,no,no,no,USA
5147,7450 N GREENVIEW AVE APT 53,"Chicago, IL",60626.0,—,1,315,No Info,Yes,1,96835.0,no,no,no,no,USA
5148,7450 N GREENVIEW AVE APT 63,"Chicago, IL",60626.0,—,1,315,No Info,Yes,1,96835.0,no,no,no,no,USA
5149,7545 N WINCHESTER AVE APT 406,"Chicago, IL",60626.0,2,2,"1,025",1,Yes,"Range, Refrigerator",157928.0,no,no,no,no,USA
