Unnamed: 0,adress3,City3,zip_code3,bad3,bath3,Area3,parking3,AC3,Appliances3,price2,Dishwasher1,Refrigerator1,Disposal1,Microwave1,country
558,44 N PEARL ST APT 25,"Buffalo, NY",14202.0,—,1,300,No Info,No Info,1,68574.0,no,no,no,no,USA
559,,,,,,,,,,0.0,no,no,no,no,USA
560,15 STRATFORD RD,"Buffalo, NY",14216.0,3,1,"2,376",No Info,No Info,1,112212.0,no,no,no,no,USA
561,42 ALDEN AVE,"Buffalo, NY",14216.0,3,1,"1,222",No Info,Yes,1,157928.0,no,no,no,no,USA
562,452 FRANKLIN ST,"Buffalo, NY",14202.0,1,1,900,No Info,No Info,1,99744.0,no,no,no,no,USA
563,224 HARTWELL RD,"Buffalo, NY",14216.0,3,1,"2,620",No Info,No Info,1,124680.0,no,no,no,no,USA
564,1560 ELMWOOD AVE,"Buffalo, NY",14207.0,3,1,"1,400",No Info,No Info,1,124680.0,no,no,no,no,USA
565,,,,3,1,"1,166",No Info,No Info,,0.0,no,no,no,no,USA
566,610 MAIN ST # 501,"Buffalo, NY",14202.0,2,2,990,No Info,Yes,2,290920.0,no,no,no,no,USA
567,260 OLYMPIC AVE,"Buffalo, NY",14215.0,4,2,"1,065",No Info,No Info,1,126758.0,no,no,no,no,USA
568,346 WALNUT ST,"Buffalo, NY",14204.0,3,1,900,No Info,No Info,1,95588.0,no,no,no,no,USA
569,215 W UTICA ST # 5,"Buffalo, NY",14222.0,1,1,"4,129",No Info,No Info,1,70652.0,no,no,no,no,USA
570,215 W UTICA ST APT 1,"Buffalo, NY",14222.0,2,1,"4,129",No Info,No Info,1,91432.0,no,no,no,no,USA
571,152 OXFORD AVE LOWR,"Buffalo, NY",14209.0,2,1,"1,384",No Info,Yes,1,182864.0,no,no,no,no,USA
572,152 OXFORD AVE UPPR,"Buffalo, NY",14209.0,2,1,"1,364",No Info,Yes,1,165824.0,no,no,no,no,USA
573,76 TRACY ST APT 5,"Buffalo, NY",14201.0,1,1,575,No Info,Yes,1,74808.0,no,no,no,no,USA
574,638 WYOMING AVE LOWR,"Buffalo, NY",14215.0,2,1,"1,022",No Info,No Info,1,93510.0,no,no,no,no,USA
575,638 WYOMING AVE UPPR,"Buffalo, NY",14215.0,3,1,"1,022",No Info,No Info,1,110134.0,no,no,no,no,USA
576,18 PAGE ST,"Buffalo, NY",14207.0,2,1,"3,960",No Info,No Info,1,83120.0,no,no,no,no,USA
577,93 FREDRO ST FRNT HOUSE,"Buffalo, NY",14206.0,3,1,"1,808",No Info,No Info,1,116368.0,no,no,no,no,USA
578,93 FREDRO ST UPPR,"Buffalo, NY",14206.0,2,1,796,No Info,No Info,1,91432.0,no,no,no,no,USA
579,105 CLARENCE AVE # 2,"Buffalo, NY",14215.0,2,1,"1,980",No Info,No Info,1,74808.0,no,no,no,no,USA
580,28 WINTER ST,"Buffalo, NY",14213.0,3,1,"2,520",No Info,No Info,1,99744.0,no,no,no,no,USA
581,282 PARKDALE-LOWER AVENUE,"Buffalo, NY",14213.0,2,1,"4,074",No Info,No Info,1,95588.0,no,no,no,no,USA
582,700 PARKSIDE AVE,"Buffalo, NY",14216.0,—,—,250,2,No Info,"Carpet, Hardwood, Varies",32832.0,no,no,no,no,USA
583,100 RICHMOND AVE UPPR,"Buffalo, NY",14222.0,4,3,"2,640",No Info,Yes,2,324168.0,no,no,no,no,USA
584,524 RICHMOND AVE APT 3,"Buffalo, NY",14222.0,1,1,"1,200",No Info,Yes,1,124680.0,no,no,no,no,USA
585,949 DELAWARE AVE,"Buffalo, NY",14209.0,2,1,"6,380",No Info,Yes,1,165824.0,no,no,no,no,USA
586,945 W FERRY ST # 6,"Buffalo, NY",14209.0,2,2,"40,292",No Info,Yes,2,140888.0,no,no,no,no,USA
587,70 TRACY ST,"Buffalo, NY",14201.0,2,1,"1,065",No Info,No Info,1,124264.0,no,no,no,no,USA
588,1524 MAIN ST STE 1,"Buffalo, NY",14209.0,1,1,"40,292",No Info,Yes,1,125096.0,no,no,no,no,USA
589,41 MARINER ST,"Buffalo, NY",14201.0,1,1,"2,250",No Info,No Info,1,99744.0,no,no,no,no,USA
590,445 ASHLAND AVE LOWR,"Buffalo, NY",14222.0,2,1,"3,462",No Info,No Info,1,166240.0,no,no,no,no,USA
591,49 PROGRESSIVE AVE,"Buffalo, NY",14207.0,1,1,"1,242",No Info,No Info,1,66496.0,no,no,no,no,USA
592,79 COMMONWEALTH AVE,"Buffalo, NY",14216.0,3,1,"2,908",No Info,No Info,1,132992.0,no,no,no,no,USA
593,552 ONTARIO ST,"Buffalo, NY",14207.0,4,1,"2,478",No Info,No Info,1,124680.0,no,no,no,no,USA
594,1088 DELAWARE AVE APT 3C,"Buffalo, NY",14209.0,1,1,713,No Info,Yes,1,128836.0,no,no,no,no,USA
595,78 KIRKWOOD DR LOWR UNIT,"Buffalo, NY",14224.0,2,1,"1,808",No Info,Yes,1,116368.0,no,no,no,no,USA
596,78 KIRKWOOD DR UPPR UNIT,"Buffalo, NY",14224.0,2,1,"1,808",No Info,Yes,1,108056.0,no,no,no,no,USA
597,618 MINNESOTA AVE LOWR,"Buffalo, NY",14215.0,4,1,"2,260",No Info,No Info,1,95588.0,no,no,no,no,USA
598,294 S ELMWOOD AVE APT 1,"Buffalo, NY",14201.0,1,1,626,No Info,No Info,1,74808.0,no,no,no,no,USA
599,77 JOHNSON PARK # 2,"Buffalo, NY",14201.0,—,1,400,No Info,No Info,1,66496.0,no,no,no,no,USA
600,286 W TUPPER ST # 1,"Buffalo, NY",14201.0,1,1,"2,892",No Info,Yes,1,132992.0,no,no,no,no,USA
601,71 DEWITT ST,"Buffalo, NY",14213.0,2,1,843,No Info,Yes,1,116368.0,no,no,no,no,USA
602,800 W FERRY ST APT 11C,"Buffalo, NY",14222.0,1,2,745,No Info,No Info,1,112212.0,no,no,no,no,USA
603,114 ASHLAND AVE APT 3,"Buffalo, NY",14222.0,3,2,"2,000",No Info,No Info,2,155850.0,no,no,no,no,USA
604,114 ASHLAND AVE APT 4,"Buffalo, NY",14222.0,3,2,"2,000",No Info,No Info,2,155850.0,no,no,no,no,USA
605,63 KINGSTON PL,"Buffalo, NY",14210.0,1,1,"3,987",No Info,No Info,1,91432.0,no,no,no,no,USA
606,60 POMONA PL,"Buffalo, NY",14210.0,3,1,"2,315",No Info,No Info,1,124680.0,no,no,no,no,USA
607,34 ROANOKE PKWY,"Buffalo, NY",14210.0,3,1,"1,200",No Info,Yes,1,149616.0,no,no,no,no,USA
608,966 KENSINGTON AVE LOWR,"Buffalo, NY",14215.0,2,1,"1,868",No Info,No Info,1,83120.0,no,no,no,no,USA
609,966 KENSINGTON AVE UPPR,"Buffalo, NY",14215.0,2,1,"1,868",No Info,No Info,1,83120.0,no,no,no,no,USA
610,617 NIAGARA ST APT 3,"Buffalo, NY",14201.0,1,1,650,No Info,Yes,1,174552.0,no,no,no,no,USA
611,617 NIAGARA ST APT 4,"Buffalo, NY",14201.0,1,1,512,No Info,No Info,1,174552.0,no,no,no,no,USA
612,617 NIAGARA ST APT 5,"Buffalo, NY",14201.0,1,1,435,No Info,Yes,1,174552.0,no,no,no,no,USA
613,442 WOHLERS AVE UPPR,"Buffalo, NY",14208.0,3,1,"1,500",No Info,No Info,1,91432.0,no,no,no,no,USA
614,442 WOHLERS AVE FRNT,"Buffalo, NY",14208.0,1,1,650,No Info,No Info,1,66496.0,no,no,no,no,USA
615,442 WOHLERS AVE REAR,"Buffalo, NY",14208.0,1,1,660,No Info,No Info,1,62340.0,no,no,no,no,USA
616,916 MAIN ST,"Buffalo, NY",14202.0,1,1,"38,606",No Info,Yes,1,157928.0,no,no,no,no,USA
617,237 TACOMA AVE LOWR,"Buffalo, NY",14216.0,3,1,"1,341",No Info,No Info,1,157928.0,no,no,no,no,USA
618,237 TACOMA AVE UPPR,"Buffalo, NY",14216.0,3,1,"1,341",No Info,No Info,1,149616.0,no,no,no,no,USA
619,361 BEARD AVE LOWR,"Buffalo, NY",14214.0,3,1,"3,150",No Info,Yes,1,162084.0,no,no,no,no,USA
620,361 BEARD AVE UPPR,"Buffalo, NY",14214.0,3,1,"3,150",No Info,Yes,1,170396.0,no,no,no,no,USA
621,408 LAFAYETTE AVE,"Buffalo, NY",14213.0,2,1,"3,838",No Info,No Info,1,124680.0,no,no,no,no,USA
622,65 EAGAN DR APT 3,"Buffalo, NY",14218.0,2,1,"1,008",No Info,No Info,1,78964.0,no,no,no,no,USA
623,221 MAPLE ST,"Buffalo, NY",14204.0,2,1,"1,000",No Info,No Info,1,83120.0,no,no,no,no,USA
624,90 ERB ST # 2,"Buffalo, NY",14215.0,2,1,"1,901",No Info,No Info,1,70652.0,no,no,no,no,USA
625,2026 MARYDALE DR,"Dallas, TX",75208.0,2,2,"1,348",No Info,Yes,"Dishwasher, Gas Range, Microwave",216112.0,yes,no,no,no,USA
626,7000 WESTCHESTER DR,"Dallas, TX",75205.0,1,1,700,No Info,Yes,"Electric Oven, Electric Range, Refrigerator",120524.0,no,no,no,no,USA
627,2950 MCKINNEY AVE APT 219,"Dallas, TX",75204.0,2,2,"1,231",No Info,No Info,"Dishwasher, Disposal, Dryer, Electric Cooktop, Microwave, Refrigerator, Washer",207717.0,yes,no,no,no,USA
628,4633 FAIRMOUNT ST # 202,"Dallas, TX",75219.0,1,1,613,No Info,Yes,"Dishwasher, Electric Cooktop, Electric Oven, Refrigerator",91432.0,yes,no,no,no,USA
629,6505 BANDERA AVE APT 1C,"Dallas, TX",75225.0,2,3,"2,363",2,Yes,"Built-in Refrigerator, Commercial Grade Range, Commercial Grade Vent, Dishwasher, Disposal, Electric Oven, Gas Cooktop, Microwave, Convection Oven, Double Oven, Refrigerator",452588.0,no,no,no,no,USA
630,4618 REIGER AVE APT 207,"Dallas, TX",75246.0,2,2,849,No Info,Yes,"Electric Range, Refrigerator",99744.0,no,no,no,no,USA
631,6415 BANDERA AVE APT 2B,"Dallas, TX",75225.0,2,3,"2,137",2,Yes,"Built-in Refrigerator, Commercial Grade Range, Commercial Grade Vent, Dishwasher, Disposal, Electric Oven, Gas Cooktop, Microwave, Convection Oven, Double Oven, Refrigerator",406956.0,no,no,no,no,USA
632,3170 CARMEL ST # 102,"Dallas, TX",75204.0,2,3,"1,800",2,Yes,"Dishwasher, Disposal, Electric Cooktop, Electric Oven, Microwave, Refrigerator",274296.0,yes,no,no,no,USA
633,826 BLAYLOCK DR APT 6,"Dallas, TX",75203.0,1,1,450,No Info,Yes,"Dishwasher, Dryer, Electric Cooktop, Electric Oven, Electric Water Heater, Ice Maker, Microwave, Refrigerator, Washer",91432.0,yes,no,no,no,USA
634,9696 WALNUT ST APT 1303,"Dallas, TX",75243.0,1,1,730,No Info,Yes,"Dishwasher, Electric Cooktop, Electric Oven, Electric Range, Refrigerator",70652.0,yes,no,no,no,USA
635,6910 SKILLMAN ST APT 1007,"Dallas, TX",75231.0,1,1,579,No Info,Yes,"Dishwasher, Disposal, Electric Range, Microwave, Refrigerator",95588.0,yes,no,no,no,USA
636,5457 LONGVIEW ST,"Dallas, TX",75206.0,1,1,825,1,Yes,"Disposal, Gas Range, Refrigerator",120524.0,no,no,yes,no,USA
637,6910 SKILLMAN ST APT 3021,"Dallas, TX",75231.0,1,1,678,No Info,Yes,"Dishwasher, Disposal, Dryer, Electric Range, Ice Maker, Microwave, Refrigerator, Washer",95588.0,yes,no,no,no,USA
638,6910 SKILLMAN ST APT 3025,"Dallas, TX",75231.0,1,1,579,No Info,Yes,"Dishwasher, Disposal, Dryer, Electric Range, Ice Maker, Microwave, Refrigerator, Washer",89770.0,yes,no,no,no,USA
639,1901 N FITZHUGH AVE APT 20,"Dallas, TX",75204.0,1,1,600,No Info,Yes,"Dishwasher, Electric Cooktop, Refrigerator",97666.0,yes,no,no,no,USA
640,5722 GASTON AVE APT G,"Dallas, TX",75214.0,2,1,880,No Info,Yes,"Dishwasher, Disposal, Gas Range, Microwave, Refrigerator, Vented Exhaust Fan",95588.0,yes,no,no,no,USA
641,1022 ELDORADO AVE APT 102,"Dallas, TX",75208.0,2,3,"1,588",1,Yes,"Dishwasher, Disposal, Dryer, Electric Range, Electric Water Heater, Microwave, Refrigerator",207800.0,yes,no,no,no,USA
642,5981 ARAPAHO RD APT 1102,"Dallas, TX",75248.0,2,2,"1,038",No Info,Yes,"Dishwasher, Disposal, Electric Range, Refrigerator",141221.0,yes,no,no,no,USA
643,4221 COLE AVE APT 202,"Dallas, TX",75205.0,2,2,"1,225",1,Yes,"Dishwasher, Disposal, Electric Range, Microwave, Refrigerator",207800.0,yes,no,no,no,USA
644,7522 HOLLY HILL DR APT 21,"Dallas, TX",75231.0,1,1,744,No Info,No Info,"Dishwasher, Disposal, Electric Range, Microwave, Refrigerator",87276.0,yes,no,no,no,USA
645,1810 N FITZHUGH AVE APT 106,"Dallas, TX",75204.0,1,1,570,No Info,Yes,"Electric Cooktop, Electric Oven, Microwave, Refrigerator",121771.0,no,no,no,no,USA
646,1603 HANSBORO AVE,"Dallas, TX",75224.0,2,1,838,No Info,No Info,"Dishwasher, Disposal, Dryer, Electric Cooktop, Electric Oven, Microwave, Refrigerator, Washer",174552.0,yes,no,no,no,USA
647,3301 ROSEDALE AVE APT C,"University Park, TX",75205.0,2,3,"1,129",1,Yes,"Dishwasher, Disposal, Gas Cooktop, Gas Oven, Gas Range, Microwave, Plumbed For Gas In Kitchen, Refrigerator",265984.0,yes,no,no,no,USA
648,2702 DOUGLAS AVE # 110,"Dallas, TX",75219.0,1,1,696,No Info,Yes,"Dishwasher, Disposal, Electric Range, Microwave, Refrigerator",107640.0,yes,no,no,no,USA
649,4828 KELTON DR,"Dallas, TX",75209.0,2,1,"1,920",No Info,Yes,"Disposal, Electric Cooktop, Refrigerator",174552.0,no,no,yes,no,USA
650,1810 N GARRETT AVE APT 126,"Dallas, TX",75206.0,2,1,717,No Info,Yes,"Dishwasher, Disposal, Dryer, Electric Oven, Electric Range, Microwave, Refrigerator, Washer",141304.0,yes,no,no,no,USA
651,3230 COLE AVE APT 203,"Dallas, TX",75204.0,1,1,720,1,Yes,"Electric Cooktop, Microwave",147538.0,no,no,no,no,USA
652,2509 BIRMINGHAM AVE APT 201,"Dallas, TX",75215.0,2,1,780,No Info,No Info,Gas Cooktop,95588.0,no,no,no,no,USA
653,2509 BIRMINGHAM AVE APT 202,"Dallas, TX",75215.0,2,1,780,No Info,No Info,Gas Cooktop,95588.0,no,no,no,no,USA
654,5954 LEWIS ST # 104,"Dallas, TX",75206.0,2,3,"1,543",2,No Info,"Built-in Gas Range, Dishwasher, Disposal, Dryer, Microwave, Refrigerator, Vented Exhaust Fan, Washer",274296.0,no,no,no,no,USA
655,3033 AIRHAVEN ST,"Dallas, TX",75229.0,2,2,"1,407",2,Yes,"Dishwasher, Disposal, Electric Range, Microwave",155850.0,yes,no,no,no,USA
656,3635 GARDEN BROOK DR APT 6300,"Farmers Branch, TX",75234.0,2,3,"1,158",No Info,Yes,"Dishwasher, Disposal, Electric Cooktop, Electric Oven, Electric Range, Microwave, Refrigerator, Other",191176.0,yes,no,no,no,USA
657,11490 AUDELIA RD APT 125,"Dallas, TX",75243.0,2,2,"1,087",No Info,Yes,"Dishwasher, Disposal, Dryer, Electric Cooktop, Electric Oven, Refrigerator, Washer",124264.0,yes,no,no,no,USA
658,3904 RAWLINS ST APT 111,"Dallas, TX",75219.0,2,3,"1,077",No Info,Yes,"Dishwasher, Disposal, Electric Oven",199488.0,yes,no,no,no,USA
659,4715 DEERE ST,"Dallas, TX",75204.0,2,1,"1,040",1,Yes,"Dishwasher, Gas Oven, Microwave, Refrigerator",147538.0,yes,no,no,no,USA
660,2222 MOSER AVE # 109,"Dallas, TX",75206.0,2,3,"1,871",2,Yes,"Dishwasher, Disposal, Electric Oven, Gas Cooktop, Gas Water Heater, Microwave, Plumbed For Gas In Kitchen",315856.0,yes,no,no,no,USA
661,6446 SUDBURY DR,"Dallas, TX",75214.0,2,2,"1,635",2,Yes,"Commercial Grade Range, Gas Cooktop, Gas Oven, Plumbed For Gas In Kitchen, Vented Exhaust Fan",332064.0,no,no,no,no,USA
662,8066 PARK LN APT 1208,"Dallas, TX",75231.0,2,3,"2,620",2,Yes,"Built-in Gas Range, Built-in Refrigerator, Dishwasher, Disposal, Double Oven, Plumbed For Gas In Kitchen",524986.0,no,no,no,no,USA
663,615 N MARSALIS AVE APT 5,"Dallas, TX",75203.0,1,1,420,No Info,Yes,"Gas Range, Microwave, Refrigerator",74392.0,no,no,no,no,USA
664,4320 COLE AVE # 1,"Dallas, TX",75205.0,2,2,"1,188",No Info,Yes,"Dishwasher, Disposal, Electric Cooktop, Electric Oven, Microwave",216112.0,yes,no,no,no,USA
665,,,,2,2,"1,116",No Info,No Info,,0.0,no,no,no,no,USA
666,9015 VILLA PARK CIR,"Dallas, TX",75225.0,2,2,"1,537",1,Yes,"Dishwasher, Disposal, Electric Cooktop, Electric Oven, Gas Water Heater, Microwave, Vented Exhaust Fan",245204.0,yes,no,no,no,USA
667,4000 HAWTHORNE AVE APT 6,"Dallas, TX",75219.0,1,1,663,No Info,Yes,"Dishwasher, Gas Cooktop, Gas Range, Refrigerator",145460.0,yes,no,no,no,USA
668,9601 FOREST LN APT 1213,"Dallas, TX",75243.0,1,1,685,No Info,No Info,"Electric Range, Microwave, Refrigerator",124264.0,no,no,no,no,USA
669,5317 JUNIUS ST APT 209,"Dallas, TX",75214.0,2,1,900,No Info,Yes,"Dishwasher, Gas Cooktop, Refrigerator",115952.0,yes,no,no,no,USA
670,4224 RAWLINS ST # 3,"Dallas, TX",75219.0,2,2,946,No Info,No Info,"Dishwasher, Disposal, Electric Cooktop, Microwave, Vented Exhaust Fan",191176.0,yes,no,no,no,USA
671,3883 TURTLE CREEK BLVD APT 403,"Dallas, TX",75219.0,1,1,739,1,Yes,"Gas Range, Microwave, Refrigerator",207800.0,no,no,no,no,USA
672,2728 MCKINNON ST APT 2108,"Dallas, TX",75201.0,2,3,"1,390",2,Yes,"Built-in Refrigerator, Dishwasher, Disposal, Dryer, Gas Cooktop, Gas Oven, Microwave, Washer",448432.0,no,no,no,no,USA
673,3606 MEYERS ST,"Dallas, TX",75215.0,2,1,884,No Info,No Info,"Gas Cooktop, Washer",99744.0,no,no,no,no,USA
674,,,,2,2,"1,581",No Info,No Info,,0.0,no,no,no,no,USA
675,4020 PRESCOTT AVE,"Dallas, TX",75219.0,2,2,"1,467",No Info,Yes,"Dishwasher, Disposal, Dryer, Gas Range, Ice Maker, Microwave, Refrigerator, Tankless Water Heater, Vented Exhaust Fan, Washer",265984.0,yes,no,no,no,USA
676,4251 IRVING AVE APT 304,"Dallas, TX",75219.0,2,2,"1,927",2,Yes,"Dishwasher, Disposal, Gas Cooktop, Microwave, Convection Oven, Refrigerator",685740.0,yes,no,no,no,USA
677,4251 IRVING AVE APT 1903,"Dallas, TX",75219.0,2,3,"2,176",2,Yes,"Dishwasher, Disposal, Gas Cooktop, Microwave, Convection Oven, Plumbed For Gas In Kitchen, Refrigerator",1196928.0,yes,no,no,no,USA
678,4251 IRVING AVE APT 1814,"Dallas, TX",75219.0,2,2,"1,339",2,Yes,"Dishwasher, Disposal, Gas Cooktop, Microwave, Convection Oven, Refrigerator",480849.0,yes,no,no,no,USA
679,,,,2,2,986,No Info,No Info,,149616.0,no,no,no,no,USA
680,427 W 10TH ST,"Dallas, TX",75208.0,2,3,"1,585",2,Yes,"Dishwasher, Disposal, Dryer, Gas Oven, Gas Range, Microwave, Refrigerator, Tankless Water Heater, Vented Exhaust Fan, Washer",282608.0,yes,no,no,no,USA
681,11480 AUDELIA RD APT 232,"Dallas, TX",75243.0,1,1,730,No Info,Yes,"Dishwasher, Disposal, Electric Cooktop, Electric Oven, Ice Maker, Microwave, Convection Oven, Refrigerator, Trash Compactor, Other",99744.0,yes,no,no,no,USA
682,2415 STUTZ DR APT C,"Dallas, TX",75235.0,2,3,"1,589",2,Yes,"Dishwasher, Disposal, Electric Cooktop, Microwave",207800.0,yes,no,no,no,USA
683,1504 BURLEW ST # 5,"Dallas, TX",75204.0,2,3,"1,495",2,Yes,"Dishwasher, Disposal, Electric Oven, Gas Cooktop, Gas Water Heater, Convection Oven, Plumbed For Gas In Kitchen, Tankless Water Heater",295658.0,yes,no,no,no,USA
684,7414 FAIR OAKS AVE APT B4,"Dallas, TX",75231.0,2,2,"1,941",1,Yes,"Built-in Refrigerator, Dishwasher, Disposal, Dryer, Electric Cooktop, Electric Oven, Electric Water Heater, Microwave, Refrigerator, Washer",178708.0,no,no,no,no,USA
685,2808 UNIVERSITY BLVD,"University Park, TX",75205.0,1,1,495,No Info,No Info,"Dryer, Electric Range, Microwave, Refrigerator, Washer",182864.0,no,no,no,no,USA
686,11116 VALLEYDALE DR APT C,"Dallas, TX",75230.0,2,2,"1,159",No Info,Yes,"Dishwasher, Dryer, Electric Cooktop, Electric Oven, Refrigerator, Washer",174552.0,yes,no,no,no,USA
687,5010 SAN JACINTO ST APT 105,"Dallas, TX",75206.0,1,1,650,No Info,Yes,"Dishwasher, Disposal, Dryer, Electric Range, Refrigerator, Washer",103900.0,yes,no,no,no,USA
688,4554 GLENWICK LN APT 3304,"Dallas, TX",75205.0,2,2,841,No Info,Yes,"Dishwasher, Disposal, Dryer, Electric Range, Microwave, Refrigerator, Washer",207384.0,yes,no,no,no,USA
689,4927 SAN JACINTO ST APT 113,"Dallas, TX",75206.0,1,1,550,No Info,Yes,"Dishwasher, Disposal, Electric Range, Microwave, Refrigerator",85198.0,yes,no,no,no,USA
690,2610 KIMSEY DR UNIT 201,"Dallas, TX",75235.0,2,3,"2,280",2,Yes,"Dishwasher, Disposal, Gas Range, Microwave, Refrigerator",265568.0,yes,no,no,no,USA
691,8616 TURTLE CREEK BLVD APT 500,"Dallas, TX",75225.0,2,2,"1,585",2,Yes,"Dishwasher, Disposal, Electric Cooktop, Microwave, Convection Oven, Refrigerator, Warming Drawer",328324.0,yes,no,no,no,USA
692,3535 GILLESPIE ST APT 307,"Dallas, TX",75219.0,2,3,"2,171",2,Yes,"Built-in Refrigerator, Dishwasher, Disposal, Dryer, Electric Cooktop, Electric Oven, Microwave, Double Oven, Washer",623400.0,no,no,no,no,USA
693,4818 COLE AVE APT 204,"Dallas, TX",75205.0,1,1,657,No Info,Yes,"Dishwasher, Disposal, Dryer, Ice Maker, Microwave, Refrigerator, Washer",120524.0,yes,no,no,no,USA
694,6283 LA VISTA DR # 104,"Dallas, TX",75214.0,1,1,604,No Info,No Info,"Dishwasher, Disposal, Dryer, Electric Range, Microwave, Refrigerator, Washer",173721.0,yes,no,no,no,USA
695,4323 DICKASON AVE APT 7,"Dallas, TX",75219.0,2,3,"1,417",2,Yes,"Dishwasher, Disposal, Gas Range, Microwave, Refrigerator",248944.0,yes,no,no,no,USA
696,4323 DICKASON AVE APT 21,"Dallas, TX",75219.0,2,3,"1,510",2,Yes,"Dishwasher, Disposal, Gas Range, Microwave, Refrigerator",248944.0,yes,no,no,no,USA
697,3330 OAK GROVE AVE APT 1305,"Dallas, TX",75204.0,1,2,"1,206",2,Yes,"Built-in Gas Range, Built-in Refrigerator, Commercial Grade Range, Commercial Grade Vent, Dishwasher, Disposal, Dryer, Gas Cooktop, Gas Oven, Gas Range, Gas Water Heater, Ice Maker, Microwave, Convection Oven, Double Oven, Trash Compactor, Washer, Water Filter",365562.0,no,no,no,no,USA
698,4323 DICKASON AVE APT 3,"Dallas, TX",75219.0,2,3,"1,417",2,Yes,"Dishwasher, Disposal, Gas Range, Microwave, Refrigerator",240632.0,yes,no,no,no,USA
699,4806 LIVE OAK ST APT 4,"Dallas, TX",75204.0,2,2,"1,000",No Info,Yes,"Dishwasher, Disposal, Dryer, Electric Range, Electric Water Heater, Refrigerator, Washer",165824.0,yes,no,no,no,USA
700,5619 BELMONT AVE APT 204,"Dallas, TX",75206.0,2,3,"1,967",2,Yes,"Built-in Refrigerator, Dishwasher, Disposal, Dryer, Gas Cooktop, Gas Range, Microwave, Vented Exhaust Fan, Washer",317518.0,no,no,no,no,USA
701,4020 RAWLINS ST APT 105,"Dallas, TX",75219.0,2,1,802,No Info,Yes,"Dishwasher, Disposal, Dryer, Electric Range, Microwave, Refrigerator, Washer",137148.0,yes,no,no,no,USA
702,4121 MCKINNEY AVE APT 5,"Dallas, TX",75204.0,2,3,"1,899",2,Yes,"Built-in Gas Range, Dishwasher, Disposal, Microwave, Plumbed For Gas In Kitchen",274296.0,no,no,no,no,USA
703,3219 N HASKELL AVE,"Dallas, TX",75204.0,2,3,"2,204",2,Yes,"Dishwasher, Disposal, Gas Range, Gas Water Heater, Microwave, Convection Oven, Refrigerator",415600.0,yes,no,no,no,USA
704,8750 PARK LN # 59,"Dallas, TX",75231.0,2,2,"1,252",2,No Info,"Dishwasher, Disposal, Electric Oven, Electric Range, Electric Water Heater, Microwave, Refrigerator",174552.0,yes,no,no,no,USA
705,4022 ROSSER SQ,"Dallas, TX",75244.0,2,2,"1,036",1,Yes,"Microwave, Plumbed For Gas In Kitchen, Refrigerator, Washer",216112.0,no,no,no,yes,USA
706,4411 MCKINNEY AVE APT 30,"Dallas, TX",75205.0,2,3,"2,067",2,Yes,"Dishwasher, Disposal, Gas Cooktop, Microwave, Refrigerator",324168.0,yes,no,no,no,USA
707,3011 MODELLA AVE,"Dallas, TX",75229.0,2,2,"1,648",2,No Info,"Dishwasher, Disposal, Gas Range",197410.0,yes,no,no,no,USA
708,6000 AUBURNDALE AVE APT F,"University Park, TX",75205.0,2,2,"1,005",2,Yes,"Dishwasher, Disposal, Electric Range, Refrigerator, Vented Exhaust Fan",199488.0,yes,no,no,no,USA
709,3225 TURTLE CREEK BLVD APT 2207,"Dallas, TX",75219.0,2,2,"1,162",2,Yes,"Dishwasher, Disposal, Dryer, Electric Range, Microwave, Washer",265984.0,yes,no,no,no,USA
710,5630 SPRING VALLEY RD APT 29C,"Dallas, TX",75254.0,2,3,"1,168",1,Yes,"Dishwasher, Disposal, Electric Range, Electric Water Heater, Ice Maker, Microwave, Refrigerator, Vented Exhaust Fan",142135.0,yes,no,no,no,USA
711,1100 PETERS ST APT 510,"Dallas, TX",75215.0,1,1,"1,030",2,Yes,"Dishwasher, Disposal, Electric Range, Electric Water Heater, Ice Maker, Microwave, Refrigerator, Vented Exhaust Fan",149616.0,yes,no,no,no,USA
712,4118 BOWSER AVE APT B,"Dallas, TX",75219.0,2,1,926,No Info,Yes,"Dishwasher, Electric Range, Microwave, Refrigerator",149200.0,yes,no,no,no,USA
713,1001 BELLEVIEW ST APT 204,"Dallas, TX",75215.0,2,2,"1,236",1,No Info,"Dishwasher, Disposal, Dryer, Electric Range, Washer",215696.0,yes,no,no,no,USA
714,3701 TURTLE CREEK BLVD PH C,"Dallas, TX",75219.0,1,1,598,1,Yes,"Dishwasher, Disposal, Electric Range, Microwave, Refrigerator",132576.0,yes,no,no,no,USA
715,3701 TURTLE CREEK BLVD APT 12D,"Dallas, TX",75219.0,1,1,975,1,Yes,"Dishwasher, Disposal, Electric Cooktop, Electric Oven, Microwave, Double Oven",149200.0,yes,no,no,no,USA
716,3701 TURTLE CREEK BLVD APT 12E,"Dallas, TX",75219.0,1,1,816,1,Yes,"Dishwasher, Disposal, Electric Range, Microwave",149200.0,yes,no,no,no,USA
717,5111 MANETT ST APT 105,"Dallas, TX",75206.0,1,1,614,No Info,Yes,"Dryer, Electric Oven, Washer",120524.0,no,no,no,no,USA
718,1200 MAIN ST APT 408,"Dallas, TX",75202.0,2,2,"1,563",2,No Info,"Dishwasher, Dryer, Gas Range, Microwave, Refrigerator, Washer",199488.0,yes,no,no,no,USA
